FirstIndex	LastIndex	PatternSize	CopyNumber	Score
2297344	2297432	3	29,666666	178
2302338	2302407	29	2,448276	115
2309849	2310098	69	3,602740	254
2309919	2310098	35	5,166667	236
2309925	2310125	106	1,915094	262
2312718	2312761	15	2,933333	61
2313380	2313499	57	2,122807	224
2318068	2318102	18	1,944444	52
2323962	2324011	26	1,923077	91
2324794	2324834	9	4,555555	82
2324796	2324835	5	8,600000	59
2326504	2326622	34	3,486486	109
2327716	2327744	14	2,071429	58
2334288	2334330	12	3,666667	52
2334288	2334323	19	1,947368	56
2336182	2336306	35	3,372093	135
2336189	2336306	38	3,175000	163
2337035	2337223	101	1,900990	267
2337126	2337225	36	2,783784	157
2337327	2337391	27	2,407408	85
2340891	2340928	19	2,052632	60
2341593	2341655	33	1,909091	117
2349228	2349403	21	8,304348	201
2349228	2349400	42	4,093023	265
2349416	2349520	40	2,604651	104
2349421	2349514	21	4,571429	102
2353910	2353942	16	2,062500	66
2354867	2354923	25	2,370370	66
2355310	2355379	16	4,200000	54
2355577	2355636	31	1,935484	84
2367755	2367811	29	1,965517	96
2368826	2368884	2	29,500000	82
2377248	2377303	25	2,320000	89
2377257	2377309	25	2,160000	72
2385282	2385312	16	1,937500	53
2386973	2387037	22	2,821429	62
2386989	2387037	25	2,160000	63
2388180	2388205	2	13,000000	52
2389474	2389575	41	2,487805	123
2393884	2393908	3	8,333333	50
2394007	2394057	13	3,928571	50
2394260	2394312	27	2,037037	65
2396254	2396290	15	2,600000	51
2396927	2396954	3	9,333333	56
2397066	2397119	24	2,240000	90
2398390	2398444	25	2,240000	94
2399800	2399968	85	1,988235	320
2400620	2400658	19	2,105263	71
2400637	2400723	44	2,022727	160
2400722	2400801	39	2,051282	115
2400888	2400924	16	2,375000	58
2400888	2400939	15	3,294118	59
2400965	2401021	24	2,458333	82
2419499	2419547	27	1,925926	68
2422716	2422777	21	2,952381	79
2431694	2431747	26	2,076923	90
2431700	2431746	13	3,615385	67
2442124	2442181	12	4,785714	64
2442180	2442241	17	3,380952	70
2442180	2442257	40	2,025000	126
2445684	2445732	21	2,363636	55
2448997	2449032	3	11,750000	54
2457830	2457874	15	3,000000	56
2457846	2457874	5	5,800000	58
2458285	2458327	15	2,777778	52
2459382	2459424	22	2,000000	70
2459545	2459587	11	3,769231	50
2461590	2461650	18	3,450000	56
2461601	2461650	16	3,052632	50
2461609	2461650	18	2,473684	54
2464184	2464228	2	22,500000	72
2467314	2467376	26	2,428571	74
2467324	2467374	27	1,925926	77
2470938	2470966	2	14,500000	58
2471257	2471290	2	17,000000	59
2471600	2471635	18	2,000000	63
2472158	2472184	14	1,928571	54
2477705	2477733	2	14,500000	58
2477732	2477845	58	1,965517	228
2483422	2483492	25	2,925926	69
2483699	2483735	17	2,352941	53
2484333	2484385	23	2,360000	65
2484347	2484392	20	2,380952	51
2484354	2484458	19	5,521739	90
2502622	2502664	10	4,500000	54
2512837	2512889	27	2,000000	63
2513552	2513645	49	1,918367	161
2525913	2525959	19	2,526316	60
2526096	2526137	19	2,263158	59
2526269	2526309	14	3,000000	57
2527793	2527822	13	2,384615	53
2529109	2529165	5	11,666667	84
2529109	2529165	19	2,950000	105
2529114	2529165	14	3,687500	72
2530785	2530821	19	2,000000	58
2530912	2530975	26	2,461539	101
2532356	2532416	2	30,500000	122
2537603	2537651	21	2,380952	64
2537777	2537825	24	2,041667	80
2538490	2538514	11	2,272727	50
2541563	2541587	2	12,500000	50
2542197	2542239	22	2,000000	70
2545412	2545437	2	13,000000	52
2552449	2552492	2	22,000000	88
2553036	2553275	118	2,033898	453
2555025	2555085	31	1,967742	113
2556112	2556149	13	3,000000	51
2559057	2559326	89	2,978947	434
2559569	2559601	14	2,400000	50
2560963	2561113	3	50,666668	232
2563905	2563939	18	1,944444	70
2564060	2564116	24	2,480000	75
2573082	2573125	20	2,300000	65
2573210	2573271	20	3,095238	63
2573263	2573322	25	2,480000	79
2573263	2573322	12	5,000000	68
2573274	2573352	15	5,466667	74
2598955	2599008	2	27,000000	108
2602360	2602384	12	2,083333	50
2611185	2611251	34	2,000000	100
2624790	2624834	18	2,555556	56
2629340	2629441	27	3,827586	84
2629364	2629418	29	1,965517	87
2629365	2629430	20	3,166667	64
2635042	2635091	23	2,347826	54
2637721	2637763	23	1,956522	63
2638978	2639011	17	2,058824	52
2645989	2646018	1	30,000000	51
2648076	2648154	29	2,724138	122
2649347	2649425	41	1,951220	106
2650818	2650915	36	2,722222	151
2651040	2651091	26	2,076923	63
2660321	2660428	54	2,018518	146
2668409	2668442	2	17,000000	59
2677499	2677557	25	2,461539	79
2684608	2684656	3	16,666666	91
2686198	2686236	16	2,444444	53
2688403	2688504	30	3,235294	114
2688526	2688578	17	3,235294	56
2701766	2701826	29	2,103448	113
2702162	2702198	17	2,294118	60
2702168	2702206	17	2,352941	53
2707608	2707645	21	1,904762	53
2711944	2711968	2	12,500000	50
2723434	2723584	24	6,333333	130
2723434	2723588	48	3,274510	190
2723644	2723809	48	3,458333	242
2723651	2723772	24	5,080000	122
2723822	2724041	24	9,153846	176
2723836	2724049	71	2,986842	209
2723860	2724017	48	3,285714	237
2726879	2727016	3	45,500000	267
2727012	2727062	4	12,400000	93
2737586	2737640	22	2,500000	101
2737694	2737760	16	4,047619	68
2737782	2737868	42	2,190476	112
2740560	2740629	35	2,057143	99
2745401	2745429	14	2,071429	58
2745998	2746089	3	30,666666	175
2748813	2749092	57	4,828125	330
2748813	2749090	118	2,396694	379
2750009	2750041	6	5,500000	57
2752361	2752410	2	25,500000	93
2753756	2753780	12	2,083333	50
2756504	2756568	21	3,045455	112
2756507	2756564	3	19,333334	89
2756562	2756587	2	13,000000	52
2760163	2760365	35	5,666667	149
2760251	2760319	35	2,000000	95
2771819	2771866	24	2,083333	64
2772169	2772226	26	2,230769	89
2775961	2776042	41	2,000000	164
2776220	2776364	77	1,883117	209
2779933	2779980	18	2,700000	64
2797118	2797153	15	2,466667	56
2797981	2798040	29	2,068965	120
2798105	2798145	21	2,142857	54
2798156	2798221	33	2,030303	125
2801051	2801122	37	1,972973	92
2803123	2803159	16	2,437500	51
2803189	2803271	36	2,351351	134
2803484	2803531	16	2,944444	53
2806674	2806788	56	2,053571	203
2810559	2810640	25	3,423077	82
2811554	2811680	61	2,098361	220
2812140	2812249	54	2,037037	193
2814582	2814610	15	2,000000	51
2827351	2827601	3	83,599998	382
2829128	2829176	24	2,041667	98
2832583	2832631	3	16,666666	91
2834122	2834165	18	2,555556	56
2834833	2834877	10	4,500000	58
2834852	2834910	28	2,250000	72
2834911	2834949	14	2,785714	60
2842469	2842497	14	2,142857	51
2844943	2844997	24	2,320000	67
2845012	2845058	25	1,960000	71
2847627	2847670	21	2,095238	70
2849148	2849201	25	2,160000	63
2849338	2849395	26	2,307692	75
2850585	2850663	41	1,975610	117
2852907	2852934	2	14,000000	56
2857349	2857374	13	2,000000	52
2860153	2860178	13	2,000000	52
2865066	2865119	3	17,500000	99
2873052	2873280	57	4,017241	424
2879626	2879655	15	2,000000	51
2889295	2889771	248	1,923387	954
2889990	2890028	20	2,000000	62
2893016	2893047	2	16,000000	64
2894938	2894967	2	15,000000	60
2895867	2895911	15	2,941176	56
2896871	2896914	18	2,526316	56
2897057	2897090	2	17,000000	68
2898427	2898489	29	2,172414	90
2903456	2903533	29	2,866667	78
2905107	2905184	28	2,758621	129
2909192	2909227	6	6,166667	56
2914428	2914528	50	2,020000	184
2914863	2914898	3	12,000000	63
2921024	2921186	79	2,062500	310
2924989	2925022	18	1,944444	52
2928591	2928621	15	2,066667	62
2937640	2937664	13	1,923077	50
2937768	2937812	20	2,333333	58
2937860	2937965	57	1,929825	139
2937975	2938016	11	3,916667	61
2937975	2938016	23	1,956522	63
2938088	2938141	27	2,000000	90
2938948	2938994	18	2,666667	60
2939320	2939658	182	1,873626	565
2940116	2940170	28	2,000000	94
2940181	2940210	14	2,142857	51
2940279	2940323	24	1,958333	76
2944856	2944895	6	6,666667	71
2946470	2946510	21	2,047619	59
2955939	2955971	9	3,888889	52
2957262	2957445	3	61,000000	341
2959799	2959824	2	13,000000	52
2963534	2963576	4	11,000000	79
2964832	2964877	20	2,400000	60
2968948	2968995	23	2,173913	64
2969295	2969320	11	2,363636	52
2971109	2971154	24	2,000000	69
2971564	2971629	3	22,000000	64
2971773	2971879	46	2,416667	134
2971775	2971852	20	3,826087	88
2971800	2971888	27	3,379310	103
2971898	2971953	20	2,772727	60
2972008	2972092	36	2,472222	97
2972175	2972227	18	3,222222	62
2972175	2972243	31	2,258065	122
2972374	2972425	17	3,176471	54
2972534	2972575	19	2,210526	75
2972587	2972808	3	73,250000	263
2973058	2973099	22	2,000000	61
2978514	2978563	27	1,962963	79
2978945	2979001	30	1,900000	114
2984730	2984756	11	2,454545	54
2991505	2991561	28	2,107143	64
2994656	2994689	17	2,000000	68
2998419	2998483	27	2,555556	66
2998739	2998792	29	1,965517	69
3006190	3006232	20	2,150000	59
3006453	3006557	53	1,981132	201
3010377	3010428	22	2,434783	54
3014887	3014927	22	1,909091	66
3016649	3016757	36	3,027027	148
3016671	3016731	18	3,350000	54
3016689	3016747	18	3,318182	54
3016725	3016941	48	4,527273	160
3016774	3016851	15	5,000000	52
3016789	3017106	33	9,702703	229
3016789	3017105	98	3,240385	322
3016902	3016958	18	3,368421	50
3017034	3017131	51	2,039216	136
3017599	3017693	49	1,979592	131
3017599	3017762	81	2,024691	247
3017626	3017693	15	4,250000	50
3017672	3017851	96	1,875000	270
3017672	3017858	48	3,880000	225
3017711	3017791	14	5,200000	56
3017915	3017989	34	2,264706	100
3018051	3018102	15	3,222222	50
3018165	3018251	31	2,787879	95
3018173	3018225	15	3,500000	63
3018247	3018320	34	2,235294	89
3018612	3018675	32	2,156250	84
3018692	3018755	3	21,333334	119
3030192	3030246	27	2,222222	66
3031572	3031603	2	17,000000	50
3048752	3048782	9	3,444444	53
3052577	3052686	55	2,000000	211
3054537	3054597	26	2,370370	70
3065928	3065980	27	1,962963	79
3067109	3067133	13	1,923077	50
3073580	3073614	4	8,750000	61
3078835	3078932	48	2,041667	196
3085546	3085590	24	1,916667	65
3086060	3086200	51	2,764706	237
3086972	3087014	21	2,047619	59
3093231	3093268	19	2,105263	53
3096655	3096733	3	27,000000	144
3098005	3098053	26	1,961538	75
3100315	3100961	342	1,918129	889
3101072	3101112	21	1,952381	55
3104652	3104676	2	12,500000	50
3110311	3110350	15	2,666667	80
3119296	3119336	22	1,954545	59
3120053	3120123	6	11,833333	124
3122822	3122855	10	3,400000	59
3126551	3126585	17	2,058824	70
3133389	3133450	25	2,592592	69
3133404	3133442	21	1,904762	53
3133571	3133673	34	2,926829	86
3135078	3135117	19	2,105263	80
3135570	3135599	2	15,000000	51
3135638	3135663	2	13,000000	52
3143067	3143098	16	2,125000	50
3146111	3146166	2	29,000000	80
3148771	3148818	23	2,086957	69
3149173	3149233	26	2,407408	72
3163718	3163801	14	6,266667	61
3163753	3163849	29	3,451613	107
3163839	3163893	7	7,444445	67
3163945	3164059	42	2,755556	128
3163947	3164089	43	3,386364	150
3164236	3164274	21	1,904762	53
3164633	3165098	62	7,628572	337
3164633	3165098	123	3,810606	452
3171935	3171980	23	2,000000	83
3173632	3173656	13	1,923077	50
3191989	3192026	20	1,900000	58
3192334	3192383	20	2,478261	57
3193430	3193489	3	20,000000	120
3194761	3194817	25	2,307692	89
3195658	3195702	23	1,956522	81
3204342	3204376	12	2,916667	52
3204750	3205143	195	2,030769	675
3205167	3205211	15	3,062500	58
3209385	3209905	191	2,730570	812
3209533	3211164	371	4,531328	1759
3209738	3209783	24	2,000000	69
3209898	3210268	170	2,229412	542
3210089	3210532	193	2,329897	702
3210246	3210291	24	2,000000	78
3210576	3211162	192	3,082474	990
3211006	3211330	169	1,952663	471
3219599	3219655	3	18,500000	105
3220617	3220747	66	2,015152	212
3223437	3223503	3	22,333334	134
3223597	3223663	3	22,333334	134
3231546	3231604	30	2,100000	81
3231642	3231768	54	2,418182	172
3231770	3231816	19	2,473684	58
3231925	3231958	16	2,125000	59
3232163	3232279	55	2,127273	225
3232314	3232361	26	1,961538	66
3232505	3232584	37	2,270270	96
3232526	3232584	2	31,000000	63
3232813	3232879	3	22,666666	127
3233098	3233140	3	14,666667	79
3234075	3234121	19	2,550000	53
3234322	3234391	36	1,944444	113
3235627	3235674	25	2,000000	64
3235987	3236026	20	2,000000	62
3240708	3240732	13	1,923077	50
3246974	3247049	3	25,333334	152
3247227	3247385	48	3,294118	187
3251292	3251336	24	1,916667	65
3252559	3252626	27	2,629630	70
3252784	3252810	14	1,928571	54
3252963	3253011	18	2,684211	62
3252984	3253055	36	2,055556	103
3253159	3253205	22	2,181818	69
3253251	3253300	14	3,866667	56
3257075	3257171	48	2,020833	194
3257078	3257155	23	3,310345	65
3262433	3262503	35	2,028571	142
3262636	3262693	19	3,052632	116
3263122	3263201	23	3,296296	88
3263128	3263210	14	6,466667	76
3263515	3263546	17	1,941176	57
3265610	3265676	31	2,161290	80
3269616	3269656	18	2,277778	64
3283371	3283549	93	1,946237	236
3283680	3283843	90	1,855556	262
3285250	3285316	31	2,161290	80
3286958	3286986	6	4,833333	58
3287547	3287689	75	1,906667	259
3287601	3287784	89	2,066667	341
3288512	3288541	2	15,500000	53
3288512	3288544	13	2,615385	59
3289807	3289988	3	60,500000	328
3290112	3290163	21	2,523809	70
3293863	3293908	21	2,238095	76
3293863	3293914	21	2,523809	79
3306602	3306906	65	4,630137	339
3306606	3306909	134	2,323741	401
3307160	3307229	21	3,185185	56
3311994	3312058	33	1,969697	112
3312097	3312136	17	2,388889	55
3313598	3313653	16	3,647059	55
3319129	3319257	62	2,080645	258
3320726	3320759	2	17,000000	68
3323769	3323802	17	2,000000	68
3324707	3324749	22	1,954545	77
3332629	3332747	42	2,837209	159
3333735	3333785	15	3,411765	61
3334132	3334414	155	1,838710	372
3335313	3335346	17	2,000000	68
3335857	3335976	35	3,416667	107
3336261	3336582	72	4,479452	495
3336261	3336582	145	2,241379	506
3337428	3337467	19	2,157895	55
3339102	3339191	3	30,000000	180
3348986	3349013	10	2,800000	56
3349307	3349347	21	1,952381	73
3351478	3351508	16	1,937500	53
3351532	3351574	22	2,090909	56
3353676	3353712	18	2,222222	53
3356289	3356331	16	2,687500	50
3358175	3358358	3	61,666668	352
3358487	3358530	21	2,095238	88
3366154	3366192	21	1,952381	55
3367699	3367749	2	28,000000	51
3376554	3376983	99	4,386793	360
3383022	3383124	53	1,981132	138
3383041	3383142	53	1,962264	127
3386914	3387862	100	9,530973	665
3388221	3388892	99	6,694445	503
3388301	3388847	304	1,825658	687
3388995	3389570	100	5,743119	407
3389137	3389681	308	1,821429	672
3389712	3389922	103	2,106796	236
3390256	3390290	14	2,533333	54
3391284	3391436	74	2,094594	229
3391736	3392176	89	4,946808	559
3391739	3392175	183	2,442623	579
3400433	3400705	47	5,816327	336
3400439	3400705	143	1,895105	434
3402716	3402750	18	1,944444	52
3405597	3405687	3	30,333334	182
3407316	3407357	14	3,000000	75
3408268	3408378	37	3,027027	125
3409195	3409234	13	3,076923	71
3411184	3411362	47	3,816327	245
3411184	3411362	95	1,905263	272
3411459	3411618	52	3,075472	187
3413610	3413753	53	2,716981	288
3414995	3415051	28	2,035714	87
3416682	3416737	26	2,153846	94
3417758	3417824	34	1,970588	98
3419841	3419922	37	2,236842	148
3419855	3419915	19	3,238095	54
3420825	3420879	25	2,280000	69
3420870	3421039	66	2,575758	205
3420905	3420967	24	2,640000	56
3420972	3421033	12	5,166667	52
3420993	3421174	81	2,320988	232
3421020	3421328	66	4,542169	268
3421050	3421347	78	4,128205	311
3421127	3421390	132	2,000000	456
3421152	3421395	65	3,704225	249
3421308	3421519	99	2,202020	229
3421354	3421519	66	2,611940	211
3421371	3421519	30	4,722222	190
3421494	3421537	21	2,095238	52
3421511	3421804	96	3,000000	385
3421548	3421710	42	3,600000	146
3421698	3421804	41	2,581395	133
3422570	3422652	46	1,934783	115
3422619	3422652	18	1,944444	52
3422801	3422830	13	2,307692	60
3422849	3422934	42	2,047619	172
3424493	3424544	25	2,120000	88
3426294	3426336	23	2,000000	65
3426807	3426859	24	2,208333	79
3441486	3441536	13	3,866667	50
3441539	3441587	16	2,947368	55
3444653	3444717	26	2,518518	60
3447932	3447988	19	2,952381	62
3447938	3447988	18	2,750000	57
3448054	3448159	54	1,962963	167
3450711	3450751	20	2,100000	57
3450711	3450751	21	2,047619	59
3454638	3454691	23	2,565217	64
3456260	3456301	17	2,444444	57
3457792	3457883	37	2,540540	152
3457810	3457872	20	3,300000	78
3457813	3457871	17	3,238095	57
3462831	3462886	27	2,111111	96
3463590	3463660	26	2,925926	64
3465148	3465209	3	21,333334	110
3465261	3465300	12	3,384615	55
3466571	3466621	14	3,600000	66
3466572	3466621	7	7,000000	55
3466780	3466850	34	2,088235	124
3475807	3475857	20	2,545455	59
3475849	3475889	21	1,952381	55
3476829	3476945	40	2,953488	107
3476861	3476917	26	2,346154	77
3476867	3476924	13	4,500000	50
3476871	3476949	24	3,148148	77
3476887	3476972	22	3,791667	75
3477488	3477552	33	2,030303	107
3478594	3478633	21	1,904762	71
3478731	3478759	2	14,500000	58
3481687	3481717	2	15,500000	62
3484260	3484291	13	2,461539	55
3491730	3491769	19	2,105263	62
3495188	3495257	5	14,000000	131
3495692	3495716	11	2,272727	50
3496097	3496156	31	1,967742	86
3498371	3498489	53	2,236364	184
3504431	3504633	102	1,990196	370
3504942	3504997	27	2,074074	112
3507070	3507205	64	2,125000	263
3523859	3523905	25	1,960000	62
3524958	3524991	15	2,333333	52
3537281	3537312	2	16,000000	64
3537532	3537587	21	2,857143	57
3548479	3548508	2	15,000000	60
3549425	3549470	19	2,578947	62
3549440	3549486	25	1,960000	62
3549743	3549797	18	3,050000	60
3550576	3550618	22	2,090909	56
3550759	3550815	26	2,192308	114
3553133	3553169	2	19,000000	67
3556675	3557474	133	6,029412	1214
3558118	3558145	14	2,000000	56
3558231	3558263	16	2,125000	50
3577613	3577702	42	2,142857	171
3585373	3585405	2	16,500000	66
3585890	3585928	18	2,222222	53
3590970	3591014	19	2,368421	72
3592936	3592973	15	2,666667	53
3593082	3593149	23	2,925926	70
3595318	3595376	32	1,906250	86
3598061	3598089	2	14,500000	58
3607455	3607500	5	10,200000	57
3607457	3607499	13	3,307692	86
3608786	3608819	2	17,000000	68
3609235	3609278	2	22,000000	61
3609235	3609278	8	5,500000	70
3612371	3612397	2	13,500000	54
3619097	3619143	2	22,500000	58
3621857	3621905	15	3,312500	66
3621885	3621957	22	3,333333	78
3621889	3621947	21	2,750000	75
3621954	3622002	26	2,038461	70
3624892	3624926	9	3,888889	61
