ENTREZID,"GENENAME","SYMBOL","ONTOLOGY","GO","CHR"
101514570,"putative serine/threonine-protein kinase","LOC101514570","CC","GO:0016021","Ca4"
101514570,"putative serine/threonine-protein kinase","LOC101514570","MF","GO:0005524","Ca4"
101514570,"putative serine/threonine-protein kinase","LOC101514570","MF","GO:0004674","Ca4"
101514893,"histone-lysine N-methyltransferase ASHH1","LOC101514893","CC","GO:0005634","Ca4"
101514893,"histone-lysine N-methyltransferase ASHH1","LOC101514893","MF","GO:0018024","Ca4"
101515218,"protein S-acyltransferase 8-like","LOC101515218","CC","GO:0016021","Ca4"
101515218,"protein S-acyltransferase 8-like","LOC101515218","MF","GO:0019706","Ca4"
101515541,"uncharacterized LOC101515541","LOC101515541","MF","GO:0004857","Ca4"
101494272,"uncharacterized LOC101494272","LOC101494272",NA,NA,"Ca4"
101488294,"ethylene-responsive transcription factor ERF110-like","LOC101488294","CC","GO:0005634","Ca4"
101488294,"ethylene-responsive transcription factor ERF110-like","LOC101488294","MF","GO:0003677","Ca4"
101488294,"ethylene-responsive transcription factor ERF110-like","LOC101488294","MF","GO:0003700","Ca4"
101488621,"uncharacterized LOC101488621","LOC101488621","CC","GO:0016021","Ca4"
101489407,"polypyrimidine tract-binding protein homolog 3","LOC101489407","CC","GO:0005634","Ca4"
101489407,"polypyrimidine tract-binding protein homolog 3","LOC101489407","MF","GO:0003723","Ca4"
101489407,"polypyrimidine tract-binding protein homolog 3","LOC101489407","BP","GO:0006397","Ca4"
101490160,"60S ribosomal protein L3-1","LOC101490160","CC","GO:0005840","Ca4"
101490160,"60S ribosomal protein L3-1","LOC101490160","MF","GO:0003735","Ca4"
101490160,"60S ribosomal protein L3-1","LOC101490160","BP","GO:0006412","Ca4"
101490484,"uncharacterized LOC101490484","LOC101490484",NA,NA,"Ca4"
101490808,"G-box-binding factor 4-like","LOC101490808","MF","GO:0003700","Ca4"
101491663,"sterol 3-beta-glucosyltransferase UGT80B1","LOC101491663","MF","GO:0016758","Ca4"
101491663,"sterol 3-beta-glucosyltransferase UGT80B1","LOC101491663","BP","GO:0005975","Ca4"
101491663,"sterol 3-beta-glucosyltransferase UGT80B1","LOC101491663","BP","GO:0030259","Ca4"
105851890,"uncharacterized LOC105851890","LOC105851890",NA,NA,"Ca4"
101492422,"uncharacterized LOC101492422","LOC101492422","CC","GO:0016021","Ca4"
101492753,"thioredoxin-like protein slr0233","LOC101492753","CC","GO:0005623","Ca4"
101492753,"thioredoxin-like protein slr0233","LOC101492753","MF","GO:0015035","Ca4"
101492753,"thioredoxin-like protein slr0233","LOC101492753","BP","GO:0045454","Ca4"
101492753,"thioredoxin-like protein slr0233","LOC101492753","BP","GO:0006662","Ca4"
101493087,"40S ribosomal protein S18-like","LOC101493087","CC","GO:0005840","Ca4"
101493087,"40S ribosomal protein S18-like","LOC101493087","MF","GO:0003723","Ca4"
101493087,"40S ribosomal protein S18-like","LOC101493087","MF","GO:0003735","Ca4"
101493087,"40S ribosomal protein S18-like","LOC101493087","BP","GO:0006412","Ca4"
101493413,"putative ABA/WDS induced protein","LOC101493413",NA,NA,"Ca4"
101493735,"uncharacterized LOC101493735","LOC101493735",NA,NA,"Ca4"
101493944,"18.1 kDa class I heat shock protein","LOC101493944","CC","GO:0016021","Ca4"
101494271,"uncharacterized LOC101494271","LOC101494271","CC","GO:0016021","Ca4"
101494579,"uncharacterized LOC101494579","LOC101494579",NA,NA,"Ca4"
101494779,"tubby-like F-box protein 8","LOC101494779",NA,NA,"Ca4"
113786178,"protein CUP-SHAPED COTYLEDON 3-like","LOC113786178",NA,NA,"Ca4"
113786158,"uncharacterized LOC113786158","LOC113786158",NA,NA,"Ca4"
101495539,"trihelix transcription factor GT-2-like","LOC101495539",NA,NA,"Ca4"
101495870,"trihelix transcription factor GT-2-like","LOC101495870",NA,NA,"Ca4"
101496200,"uncharacterized LOC101496200","LOC101496200",NA,NA,"Ca4"
101496526,"ubiquitin carboxyl-terminal hydrolase MINDY-3-like","LOC101496526","MF","GO:0016787","Ca4"
101497060,"protein WHAT'S THIS FACTOR 1 homolog, chloroplastic","LOC101497060",NA,NA,"Ca4"
101494581,"protein MAIN-LIKE 2-like","LOC101494581",NA,NA,"Ca4"
113786119,"uncharacterized LOC113786119","LOC113786119",NA,NA,"Ca4"
101498492,"eukaryotic translation initiation factor 5B","LOC101498492",NA,NA,"Ca4"
101498840,"vacuolar iron transporter homolog 2-like","LOC101498840","CC","GO:0005623","Ca4"
101498840,"vacuolar iron transporter homolog 2-like","LOC101498840","CC","GO:0016021","Ca4"
101498840,"vacuolar iron transporter homolog 2-like","LOC101498840","MF","GO:0005384","Ca4"
101498840,"vacuolar iron transporter homolog 2-like","LOC101498840","BP","GO:0030026","Ca4"
101499159,"serine decarboxylase-like","LOC101499159","MF","GO:0016831","Ca4"
101499159,"serine decarboxylase-like","LOC101499159","MF","GO:0030170","Ca4"
101499159,"serine decarboxylase-like","LOC101499159","BP","GO:0019752","Ca4"
101494895,"bZIP transcription factor 18-like","LOC101494895","MF","GO:0003700","Ca4"
101499479,"serine/threonine-protein kinase STY46-like","LOC101499479","MF","GO:0005524","Ca4"
101499479,"serine/threonine-protein kinase STY46-like","LOC101499479","MF","GO:0004672","Ca4"
113786302,"uncharacterized LOC113786302","LOC113786302",NA,NA,"Ca4"
101493403,"probable membrane-associated kinase regulator 3","LOC101493403","CC","GO:0005886","Ca4"
101493403,"probable membrane-associated kinase regulator 3","LOC101493403","MF","GO:0016301","Ca4"
101493403,"probable membrane-associated kinase regulator 3","LOC101493403","MF","GO:0019210","Ca4"
101500209,"extensin-3","LOC101500209",NA,NA,"Ca4"
101498381,"protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 4-like","LOC101498381",NA,NA,"Ca4"
101500740,"RNA-binding protein 2-like","LOC101500740","MF","GO:0003723","Ca4"
101496201,"uncharacterized LOC101496201","LOC101496201","MF","GO:0003676","Ca4"
101496201,"uncharacterized LOC101496201","LOC101496201","MF","GO:0008270","Ca4"
113786374,"uncharacterized LOC113786374","LOC113786374",NA,NA,"Ca4"
101501050,"PH, RCC1 and FYVE domains-containing protein 1","LOC101501050","MF","GO:0046872","Ca4"
101501362,"receptor-like protein EIX2","LOC101501362","CC","GO:0016021","Ca4"
101502230,"L-type lectin-domain containing receptor kinase S.6","LOC101502230","CC","GO:0016021","Ca4"
101502230,"L-type lectin-domain containing receptor kinase S.6","LOC101502230","MF","GO:0005524","Ca4"
101502230,"L-type lectin-domain containing receptor kinase S.6","LOC101502230","MF","GO:0030246","Ca4"
101502230,"L-type lectin-domain containing receptor kinase S.6","LOC101502230","MF","GO:0004672","Ca4"
101501681,"uncharacterized LOC101501681","LOC101501681","MF","GO:0046872","Ca4"
101502549,"ABC transporter C family member 10-like","LOC101502549","CC","GO:0016021","Ca4"
101502549,"ABC transporter C family member 10-like","LOC101502549","MF","GO:0005524","Ca4"
101502549,"ABC transporter C family member 10-like","LOC101502549","MF","GO:0016887","Ca4"
101502549,"ABC transporter C family member 10-like","LOC101502549","MF","GO:0042626","Ca4"
101502863,"Acidic endochitinase","CHITINASE","CC","GO:0005615","Ca4"
101502863,"Acidic endochitinase","CHITINASE","MF","GO:0004568","Ca4"
101502863,"Acidic endochitinase","CHITINASE","BP","GO:0006032","Ca4"
101502863,"Acidic endochitinase","CHITINASE","BP","GO:0000272","Ca4"
101503186,"hevamine-A-like","LOC101503186","MF","GO:0004553","Ca4"
101503186,"hevamine-A-like","LOC101503186","BP","GO:0005975","Ca4"
101503505,"acidic endochitinase-like","LOC101503505","MF","GO:0004553","Ca4"
101503505,"acidic endochitinase-like","LOC101503505","BP","GO:0005975","Ca4"
101503841,"plastidial pyruvate kinase 2","LOC101503841","MF","GO:0016301","Ca4"
101503841,"plastidial pyruvate kinase 2","LOC101503841","MF","GO:0000287","Ca4"
101503841,"plastidial pyruvate kinase 2","LOC101503841","MF","GO:0030955","Ca4"
101503841,"plastidial pyruvate kinase 2","LOC101503841","MF","GO:0004743","Ca4"
101504155,"protein timeless homolog","LOC101504155",NA,NA,"Ca4"
101505013,"WD repeat-containing protein 91-like","LOC101505013",NA,NA,"Ca4"
101497187,"G-type lectin S-receptor-like serine/threonine-protein kinase At5g24080","LOC101497187","CC","GO:0016021","Ca4"
101497187,"G-type lectin S-receptor-like serine/threonine-protein kinase At5g24080","LOC101497187","MF","GO:0005524","Ca4"
101497187,"G-type lectin S-receptor-like serine/threonine-protein kinase At5g24080","LOC101497187","MF","GO:0030246","Ca4"
101497187,"G-type lectin S-receptor-like serine/threonine-protein kinase At5g24080","LOC101497187","MF","GO:0004674","Ca4"
101497187,"G-type lectin S-receptor-like serine/threonine-protein kinase At5g24080","LOC101497187","BP","GO:0048544","Ca4"
101505330,"uncharacterized LOC101505330","LOC101505330","CC","GO:0016021","Ca4"
101505330,"uncharacterized LOC101505330","LOC101505330","MF","GO:0004197","Ca4"
101505330,"uncharacterized LOC101505330","LOC101505330","BP","GO:0071586","Ca4"
101505662,"probable membrane-associated kinase regulator 6","LOC101505662","MF","GO:0016301","Ca4"
113786474,"transfer RNA arginine (anticodon ACG)","TRNAR-ACG",NA,NA,"Ca4"
101505986,"uncharacterized LOC101505986","LOC101505986","MF","GO:0005524","Ca4"
101506297,"uncharacterized AAA domain-containing protein C16E9.10c-like","LOC101506297","MF","GO:0005524","Ca4"
101497517,"uncharacterized LOC101497517","LOC101497517","MF","GO:0005524","Ca4"
101506620,"F-box protein At5g52880","LOC101506620",NA,NA,"Ca4"
101506955,"reticulon-like protein B1","LOC101506955","CC","GO:0005789","Ca4"
101506955,"reticulon-like protein B1","LOC101506955","CC","GO:0016021","Ca4"
105851893,"uncharacterized LOC105851893","LOC105851893",NA,NA,"Ca4"
101507278,"uncharacterized LOC101507278","LOC101507278","CC","GO:0016021","Ca4"
101507701,"probable membrane-associated kinase regulator 5","LOC101507701","CC","GO:0005886","Ca4"
101507701,"probable membrane-associated kinase regulator 5","LOC101507701","MF","GO:0016301","Ca4"
113786475,"transfer RNA alanine (anticodon UGC)","TRNAA-UGC",NA,NA,"Ca4"
101508030,"ABC transporter G family member 4","LOC101508030","CC","GO:0016021","Ca4"
101508030,"ABC transporter G family member 4","LOC101508030","MF","GO:0005524","Ca4"
101508030,"ABC transporter G family member 4","LOC101508030","MF","GO:0016887","Ca4"
101508342,"SPX domain-containing membrane protein At4g22990-like","LOC101508342",NA,NA,"Ca4"
101498722,"U-box domain-containing protein 3-like","LOC101498722","MF","GO:0004842","Ca4"
101508859,"pentatricopeptide repeat-containing protein At5g52850, chloroplastic","LOC101508859","MF","GO:0008270","Ca4"
101509183,"probable WRKY transcription factor 27","LOC101509183","CC","GO:0005634","Ca4"
101509183,"probable WRKY transcription factor 27","LOC101509183","MF","GO:0003700","Ca4"
101509183,"probable WRKY transcription factor 27","LOC101509183","MF","GO:0043565","Ca4"
101509512,"protein SAR DEFICIENT 4","LOC101509512",NA,NA,"Ca4"
101509832,"uncharacterized LOC101509832","LOC101509832",NA,NA,"Ca4"
101510144,"heavy metal-associated isoprenylated plant protein 39-like","LOC101510144","MF","GO:0046872","Ca4"
101510144,"heavy metal-associated isoprenylated plant protein 39-like","LOC101510144","BP","GO:0030001","Ca4"
101510466,"30S ribosomal protein S17-like","LOC101510466","CC","GO:0005840","Ca4"
101510466,"30S ribosomal protein S17-like","LOC101510466","MF","GO:0003735","Ca4"
101510466,"30S ribosomal protein S17-like","LOC101510466","BP","GO:0006412","Ca4"
101511014,"receptor protein kinase-like protein ZAR1","LOC101511014","CC","GO:0016021","Ca4"
101511014,"receptor protein kinase-like protein ZAR1","LOC101511014","CC","GO:0005634","Ca4"
101511014,"receptor protein kinase-like protein ZAR1","LOC101511014","MF","GO:0005524","Ca4"
101511014,"receptor protein kinase-like protein ZAR1","LOC101511014","MF","GO:0003677","Ca4"
101511014,"receptor protein kinase-like protein ZAR1","LOC101511014","MF","GO:0004672","Ca4"
101511014,"receptor protein kinase-like protein ZAR1","LOC101511014","BP","GO:0006355","Ca4"
101498493,"probable polygalacturonase","LOC101498493","MF","GO:0004650","Ca4"
101498493,"probable polygalacturonase","LOC101498493","BP","GO:0005975","Ca4"
101511972,"beta-carotene hydroxylase 2, chloroplastic","LOC101511972","CC","GO:0016021","Ca4"
101511972,"beta-carotene hydroxylase 2, chloroplastic","LOC101511972","MF","GO:0005506","Ca4"
101511972,"beta-carotene hydroxylase 2, chloroplastic","LOC101511972","MF","GO:0016491","Ca4"
101511972,"beta-carotene hydroxylase 2, chloroplastic","LOC101511972","BP","GO:0008610","Ca4"
101499247,"rho-N domain-containing protein 1, chloroplastic","LOC101499247","BP","GO:0006353","Ca4"
113786296,"uncharacterized LOC113786296","LOC113786296",NA,NA,"Ca4"
101498841,"probable polygalacturonase","LOC101498841","MF","GO:0004650","Ca4"
101498841,"probable polygalacturonase","LOC101498841","BP","GO:0005975","Ca4"
101499160,"uncharacterized LOC101499160","LOC101499160",NA,NA,"Ca4"
101499775,"uncharacterized LOC101499775","LOC101499775",NA,NA,"Ca4"
113786134,"probable polygalacturonase","LOC113786134",NA,NA,"Ca4"
101512822,"uncharacterized LOC101512822","LOC101512822",NA,NA,"Ca4"
101513151,"deubiquitinase DESI2-like","LOC101513151",NA,NA,"Ca4"
101499781,"probable receptor-like protein kinase At5g24010","LOC101499781",NA,NA,"Ca4"
101513474,"uncharacterized membrane protein YjcL","LOC101513474","CC","GO:0016021","Ca4"
101513785,"ferric reduction oxidase 2-like","LOC101513785","CC","GO:0016021","Ca4"
101513785,"ferric reduction oxidase 2-like","LOC101513785","MF","GO:0016491","Ca4"
101514128,"uncharacterized LOC101514128","LOC101514128","BP","GO:0007346","Ca4"
101514454,"scarecrow-like protein 8","LOC101514454",NA,NA,"Ca4"
101514779,"protein DETOXIFICATION 35","LOC101514779","CC","GO:0016021","Ca4"
101514779,"protein DETOXIFICATION 35","LOC101514779","MF","GO:0015297","Ca4"
101514779,"protein DETOXIFICATION 35","LOC101514779","MF","GO:0042910","Ca4"
113786396,"U5 spliceosomal RNA","LOC113786396",NA,NA,"Ca4"
113786394,"U5 spliceosomal RNA","LOC113786394",NA,NA,"Ca4"
101515104,"UPF0496 protein At3g49070","LOC101515104",NA,NA,"Ca4"
101500091,"60S ribosomal protein L21-1-like","LOC101500091","CC","GO:0005840","Ca4"
101500091,"60S ribosomal protein L21-1-like","LOC101500091","MF","GO:0003735","Ca4"
101500091,"60S ribosomal protein L21-1-like","LOC101500091","BP","GO:0006412","Ca4"
101488296,"N6-adenosine-methyltransferase non-catalytic subunit MTB","LOC101488296","MF","GO:0008168","Ca4"
101488296,"N6-adenosine-methyltransferase non-catalytic subunit MTB","LOC101488296","MF","GO:0003676","Ca4"
101488296,"N6-adenosine-methyltransferase non-catalytic subunit MTB","LOC101488296","BP","GO:0032259","Ca4"
101488862,"sec-independent protein translocase protein TATB, chloroplastic","LOC101488862","CC","GO:0016021","Ca4"
101488862,"sec-independent protein translocase protein TATB, chloroplastic","LOC101488862","BP","GO:0043953","Ca4"
101489187,"GPN-loop GTPase QQT2","LOC101489187","MF","GO:0005525","Ca4"
101489187,"GPN-loop GTPase QQT2","LOC101489187","MF","GO:0016787","Ca4"
101489516,"mitogen-activated protein kinase kinase kinase YODA-like","LOC101489516","MF","GO:0005524","Ca4"
101489516,"mitogen-activated protein kinase kinase kinase YODA-like","LOC101489516","MF","GO:0004672","Ca4"
101489832,"short-chain dehydrogenase TIC 32, chloroplastic","LOC101489832",NA,NA,"Ca4"
101490161,"short-chain dehydrogenase TIC 32, chloroplastic-like","LOC101490161",NA,NA,"Ca4"
101490485,"uncharacterized LOC101490485","LOC101490485","CC","GO:0016021","Ca4"
101500421,"structural maintenance of chromosomes protein 1","LOC101500421","CC","GO:0008278","Ca4"
101500421,"structural maintenance of chromosomes protein 1","LOC101500421","CC","GO:0005634","Ca4"
101500421,"structural maintenance of chromosomes protein 1","LOC101500421","MF","GO:0005524","Ca4"
101500421,"structural maintenance of chromosomes protein 1","LOC101500421","MF","GO:0003682","Ca4"
101500421,"structural maintenance of chromosomes protein 1","LOC101500421","MF","GO:0046982","Ca4"
101500421,"structural maintenance of chromosomes protein 1","LOC101500421","BP","GO:0007064","Ca4"
101490809,"uncharacterized LOC101490809","LOC101490809",NA,NA,"Ca4"
113786303,"uncharacterized LOC113786303","LOC113786303",NA,NA,"Ca4"
101491132,"uncharacterized LOC101491132","LOC101491132","MF","GO:0003676","Ca4"
101491859,"U-box domain-containing protein 32","LOC101491859","MF","GO:0005524","Ca4"
101491859,"U-box domain-containing protein 32","LOC101491859","MF","GO:0004672","Ca4"
101491859,"U-box domain-containing protein 32","LOC101491859","MF","GO:0004842","Ca4"
101492195,"uncharacterized protein At3g49055","LOC101492195",NA,NA,"Ca4"
105851889,"uncharacterized LOC105851889","LOC105851889",NA,NA,"Ca4"
101492754,"uncharacterized LOC101492754","LOC101492754","MF","GO:0016787","Ca4"
101492754,"uncharacterized LOC101492754","LOC101492754","BP","GO:0016042","Ca4"
101493088,"60S ribosomal protein L36-3-like","LOC101493088","CC","GO:0005840","Ca4"
101493088,"60S ribosomal protein L36-3-like","LOC101493088","MF","GO:0003735","Ca4"
101493088,"60S ribosomal protein L36-3-like","LOC101493088","BP","GO:0006412","Ca4"
101493414,"protein NLP6","LOC101493414",NA,NA,"Ca4"
101493736,"signal peptide peptidase-like 1","LOC101493736","CC","GO:0016021","Ca4"
101493736,"signal peptide peptidase-like 1","LOC101493736","MF","GO:0004190","Ca4"
101494057,"pectin acetylesterase 9","LOC101494057","CC","GO:0005618","Ca4"
101494057,"pectin acetylesterase 9","LOC101494057","CC","GO:0005576","Ca4"
101494057,"pectin acetylesterase 9","LOC101494057","MF","GO:0016787","Ca4"
101494057,"pectin acetylesterase 9","LOC101494057","BP","GO:0071555","Ca4"
105851886,"cysteine proteinase inhibitor 5-like","LOC105851886","MF","GO:0004869","Ca4"
101500429,"60S ribosomal export protein NMD3-like","LOC101500429","MF","GO:0043023","Ca4"
